           x [mm]           y [mm]           z [mm]         Ex [V/m]         Ey [V/m]         Ez [V/m]
       -20.666675        -7.333335       -1013.2687        39544.516        10881.697       -6.1140947
       -14.000005        -7.333335       -1013.2687       -495.57837        -169.1297        -426.7988
        -7.333335        -7.333335       -1013.2687       -144.64781       -144.64781       -577.36877
        -0.666665        -7.333335       -1013.2687        144.60037       -144.64737       -577.33215
         6.000005        -7.333335       -1013.2687        495.59872       -169.14169       -426.81659
        12.666675        -7.333335       -1013.2687       -39544.496        10881.694       -6.1134815
        19.333345        -7.333335       -1013.2687                0                0                0
       -20.666675        -0.666665       -1013.2687        39544.508       -10881.686       -6.1135664
       -14.000005        -0.666665       -1013.2687       -495.56488         169.1058       -426.80423
        -7.333335        -0.666665       -1013.2687       -144.64738        144.60037       -577.33209
        -0.666665        -0.666665       -1013.2687        144.65826        144.65828       -577.42456
         6.000005        -0.666665       -1013.2687        495.56265        169.16687       -426.80002
        12.666675        -0.666665       -1013.2687         -39544.5       -10881.679       -6.1136703
        19.333345        -0.666665       -1013.2687                0                0                0
       -20.666675         6.000005       -1013.2687        22011.127       -7983.6318       -89.997192
       -14.000005         6.000005       -1013.2687       -422.34293        423.58496       -76.358635
        -7.333335         6.000005       -1013.2687       -169.14169        495.59875       -426.81659
        -0.666665         6.000005       -1013.2687        169.16687        495.56265       -426.79999
         6.000005         6.000005       -1013.2687        423.64136        422.39688       -76.358673
        12.666675         6.000005       -1013.2687       -22011.186       -7983.7441       -90.000389
        19.333345         6.000005       -1013.2687                0                0                0
       -20.666675        12.666675       -1013.2687        7271.4639       -7271.4668       -86.680649
       -14.000005        12.666675       -1013.2687        7983.6475       -22011.139       -89.996498
        -7.333335        12.666675       -1013.2687        10881.694         -39544.5        -6.113481
        -0.666665        12.666675       -1013.2687       -10881.679       -39544.504       -6.1136703
         6.000005        12.666675       -1013.2687       -7983.7441       -22011.188       -90.000389
        12.666675        12.666675       -1013.2687       -7271.4604         -7271.46       -86.685806
        19.333345        12.666675       -1013.2687                0                0                0
       -20.666675        19.333345       -1013.2687                0                0                0
